id,name,brand_id,year,fuel,price,fk_range
488,F 650 CS Scarver   (2002-2007),7,2006,2,9062,2
489,F 650 FL   (1997-2008),7,2006,2,3219,3
490,F 650 GS   (2004-2007),7,2006,2,6511,4
491,F 650 GS Dakar   (2004-2009),7,2006,2,6884,1
492,F 800 S   (2006-2012),7,2006,2,10795,2
493,F 800 ST   (2006-2010),7,2006,2,6731,1
494,HP2 Enduro   (2006-2009),7,2006,2,3994,3
495,K 1200 GT   (2003-2009),7,2006,2,10702,4
496,K 1200 LT   (1999-2009),7,2006,2,6886,2
497,K 1200 R   (2005-2009),7,2006,2,2568,2
498,K 1200 RS   (1999-2009),7,2006,2,1766,2
499,K 1200 S   (2005-2009),7,2006,2,1513,3
500,R 1100 R   (1997-2008),7,2006,2,4747,1
501,R 1100 RS   (1997-2008),7,2006,2,8360,4
502,R 1100 S   (1998-2007),7,2006,2,10619,3
503,R 1150 GS   (2000-2006),7,2006,2,7844,4
504,R 1150 GS Adventure   (2004-2006),7,2006,2,5284,4
505,R 1150 R   (2001-2007),7,2006,2,9480,2
506,R 1150 R Rockster   (2004-2008),7,2006,2,9574,3
507,R 1150 RS   (2002-2006),7,2006,2,10820,4
508,R 1150 RT   (2001-2006),7,2006,2,6797,3
509,R 1200 C   (2000-2007),7,2006,2,5466,4
510,R 1200 C Montauk   (2004-2008),7,2006,2,5391,2
511,R 1200 GS   (2004-2007),7,2006,2,10698,3
512,R 1200 GS Adventure 105cv   (2006-2009),7,2006,2,3763,1
513,R 1200 GS Adventure 98cv   (2006-2009),7,2006,2,6125,1
514,R 1200 RS   (2005-2008),7,2006,2,5883,1
515,R 1200 RT 110cv   (2005-2009),7,2006,2,10504,3
516,R 1200 RT 98cv   (2005-2009),7,2006,2,1959,1
517,R 1200 S   (1997-2006),7,2006,2,9403,3
518,R 1200 ST   (2005-2010),7,2006,2,2470,2
519,R 850 C   (2000-2007),7,2006,2,5738,2
520,R 850 R   (2002-2009),7,2006,2,6589,1
521,F 650   (1997-2008),7,2007,2,10452,3
522,F 650 CS Scarver   (2002-2007),7,2007,2,7665,2
523,F 650 FL   (1997-2008),7,2007,2,6549,3
524,F 650 GS   (2004-2007),7,2007,2,3848,4
525,F 650 GS Dakar   (2004-2009),7,2007,2,10667,1
526,F 800 S   (2006-2012),7,2007,2,2103,2
527,F 800 ST   (2006-2010),7,2007,2,5995,1
528,G 450 X   (2007-2009),7,2007,2,3134,2
529,G 650 XChallenge   (2007-2010),7,2007,2,2501,3
530,G 650 Xcountry   (2007-2010),7,2007,2,5061,1
531,G 650 Xmoto   (2007-2010),7,2007,2,2105,3
532,HP2 Enduro   (2006-2009),7,2007,2,3816,3
533,HP2 Megamoto   (2007-2011),7,2007,2,10095,1
534,K 1200 GT   (2003-2009),7,2007,2,6697,4
535,K 1200 LT   (1999-2009),7,2007,2,9906,2
536,K 1200 R   (2005-2009),7,2007,2,4478,2
537,K 1200 R Sport   (2007-2011),7,2007,2,8291,4
538,K 1200 RS   (1999-2009),7,2007,2,2369,2
539,K 1200 S   (2005-2009),7,2007,2,4044,3
540,R 1100 R   (1997-2008),7,2007,2,7383,1
541,R 1100 RS   (1997-2008),7,2007,2,3156,4
542,R 1100 S   (1998-2007),7,2007,2,3596,3
543,R 1150 R   (2001-2007),7,2007,2,8996,2
544,R 1150 R Rockster   (2004-2008),7,2007,2,6474,3
545,R 1200 C   (2000-2007),7,2007,2,5363,4
546,R 1200 C Montauk   (2004-2008),7,2007,2,4603,2
547,R 1200 GS   (2004-2007),7,2007,2,4252,3
548,R 1200 GS 105cv   (2007-2010),7,2007,2,3089,1
549,R 1200 GS 98cv   (2007-2010),7,2007,2,4640,3
550,R 1200 GS Adventure 105cv   (2006-2009),7,2007,2,4275,1
551,R 1200 GS Adventure 98cv   (2006-2009),7,2007,2,7294,1
552,R 1200 R   (2007-2010),7,2007,2,8705,4
553,R 1200 RS   (2005-2008),7,2007,2,10010,1
554,R 1200 RT 110cv   (2005-2009),7,2007,2,6118,3
555,R 1200 RT 98cv   (2005-2009),7,2007,2,4536,1
556,R 1200 S   (2007-2012),7,2007,2,8560,4
557,R 1200 ST   (2005-2010),7,2007,2,3541,2
558,R 850 C   (2000-2007),7,2007,2,1806,2
559,R 850 R   (2002-2009),7,2007,2,7411,1
560,F 650   (1997-2008),7,2008,2,10317,3
561,F 650 FL   (1997-2008),7,2008,2,7263,3
562,F 650 GS   (2008-2012),7,2008,2,10862,4
563,F 650 GS Dakar   (2004-2009),7,2008,2,6654,1
564,F 800 GS   (2008-2012),7,2008,2,4492,1
565,F 800 S   (2006-2012),7,2008,2,2794,2
566,F 800 ST   (2006-2010),7,2008,2,8303,1
567,G 450 X   (2007-2009),7,2008,2,4330,2
568,G 650 GS   (2008-2010),7,2008,2,6764,4
569,G 650 XChallenge   (2007-2010),7,2008,2,7620,3
570,G 650 Xcountry   (2007-2010),7,2008,2,1676,1
571,G 650 Xmoto   (2007-2010),7,2008,2,1986,3
572,HP2 Enduro   (2006-2009),7,2008,2,5252,3
573,HP2 Megamoto   (2007-2011),7,2008,2,8963,1
574,HP2 Sport   (2008-2012),7,2008,2,2335,3
575,K 1200 GT   (2003-2009),7,2008,2,8741,4
576,K 1200 LT   (1999-2009),7,2008,2,7955,2
577,K 1200 R   (2005-2009),7,2008,2,8474,2
578,K 1200 R Sport   (2007-2011),7,2008,2,6249,4
579,K 1200 RS   (1999-2009),7,2008,2,7733,2
580,K 1200 S   (2005-2009),7,2008,2,5593,3
581,K 1300 GT   (2008-2013),7,2008,2,9802,3
582,R 1100 R   (1997-2008),7,2008,2,2182,1
583,R 1100 RS   (1997-2008),7,2008,2,6585,4
584,R 1150 R Rockster   (2004-2008),7,2008,2,7134,3
585,R 1200 C Montauk   (2004-2008),7,2008,2,7629,2
586,R 1200 GS 105cv   (2007-2010),7,2008,2,10751,1
587,R 1200 GS 98cv   (2007-2010),7,2008,2,3759,3
588,R 1200 GS Adventure 105cv   (2006-2009),7,2008,2,5285,1
589,R 1200 GS Adventure 98cv   (2006-2009),7,2008,2,4544,1
590,R 1200 R   (2007-2010),7,2008,2,7233,4
591,R 1200 RS   (2005-2008),7,2008,2,6452,1
592,R 1200 RT 110cv   (2005-2009),7,2008,2,2632,3
593,R 1200 RT 98cv   (2005-2009),7,2008,2,7705,1
594,R 1200 S   (2007-2012),7,2008,2,6968,4
595,R 1200 ST   (2005-2010),7,2008,2,5281,2
596,R 850 R   (2002-2009),7,2008,2,9106,1
597,F 650 GS   (2008-2012),7,2009,2,4538,4
598,F 650 GS Dakar   (2004-2009),7,2009,2,2777,1
599,F 800 GS   (2008-2012),7,2009,2,10049,1
600,F 800 R   (2009-2011),7,2009,2,3355,2
601,F 800 R CHRIS PFEIFFER EDITION   (2009-2010),7,2009,2,9137,1
602,F 800 R CHRIS PFEIFFER EDITION ABS   (2009-2010),7,2009,2,5784,3
603,F 800 S   (2006-2012),7,2009,2,8026,2
604,F 800 ST   (2006-2010),7,2009,2,6314,1
605,G 450 X   (2007-2009),7,2009,2,8767,2
606,G 650 GS   (2008-2010),7,2009,2,6978,4
607,G 650 XChallenge   (2007-2010),7,2009,2,3146,3
608,G 650 Xcountry   (2007-2010),7,2009,2,3470,1
609,G 650 Xmoto   (2007-2010),7,2009,2,2363,3
610,HP2 Enduro   (2006-2009),7,2009,2,5208,3
611,HP2 Megamoto   (2007-2011),7,2009,2,7338,1
612,HP2 Sport   (2008-2012),7,2009,2,5167,3
613,K 1200 GT   (2003-2009),7,2009,2,4519,4
614,K 1200 LT   (1999-2009),7,2009,2,3349,2
615,K 1200 R   (2005-2009),7,2009,2,2710,2
616,K 1200 R Sport   (2007-2011),7,2009,2,2343,4
617,K 1200 RS   (1999-2009),7,2009,2,3156,2
618,K 1200 S   (2005-2009),7,2009,2,9318,3
619,K 1300 GT   (2008-2013),7,2009,2,10816,3
620,K 1300 R   (2009-2013),7,2009,2,6116,4
621,K 1300 S   (2009-2015),7,2009,2,9868,3
622,R 1200 GS 105cv   (2007-2010),7,2009,2,3678,1
623,R 1200 GS 98cv   (2007-2010),7,2009,2,9824,3
624,R 1200 GS Adventure 105cv   (2006-2009),7,2009,2,6250,1
625,R 1200 GS Adventure 98cv   (2006-2009),7,2009,2,10430,1
626,R 1200 GS EdiciÃ³n Limitada 15 aniversario   (2009-2010),7,2009,2,8386,3
627,R 1200 R   (2007-2010),7,2009,2,9128,4
628,R 1200 RT 110cv   (2005-2009),7,2009,2,7053,3
629,R 1200 RT 98cv   (2005-2009),7,2009,2,4799,1
630,R 1200 S   (2007-2012),7,2009,2,9491,4
631,R 1200 ST   (2005-2010),7,2009,2,6025,2
632,R 850 R   (2002-2009),7,2009,2,6255,1
633,S 1000 RR   (2009-2011),7,2009,2,1658,3
634,S 1000 RR   (2009),7,2009,2,5741,2
635,F 650 GS   (2008-2012),7,2010,2,4024,4
636,F 800 GS   (2008-2012),7,2010,2,4434,1
637,F 800 R   (2009-2011),7,2010,2,4215,2
638,F 800 R CHRIS PFEIFFER EDITION   (2009-2010),7,2010,2,4363,1
639,F 800 R CHRIS PFEIFFER EDITION ABS   (2009-2010),7,2010,2,9298,3
640,F 800 S   (2006-2012),7,2010,2,1533,2
641,F 800 ST   (2006-2010),7,2010,2,4898,1
642,G 450 X   (2010),7,2010,2,10428,3
643,G 650 GS   (2008-2010),7,2010,2,7793,4
644,G 650 XChallenge   (2007-2010),7,2010,2,7661,3
645,G 650 Xcountry   (2007-2010),7,2010,2,7663,1
646,G 650 Xmoto   (2007-2010),7,2010,2,3597,3
647,HP2 Megamoto   (2007-2011),7,2010,2,7725,1
648,HP2 Sport   (2008-2012),7,2010,2,10579,3
649,K 1200 GT   (2010),7,2010,2,2712,3
650,K 1200 LT   (2010-2012),7,2010,2,5062,3
651,K 1200 R Sport   (2007-2011),7,2010,2,4031,4
652,K 1300 GT   (2008-2013),7,2010,2,7406,3
653,K 1300 GT Exclusive Edition   (2010-2013),7,2010,2,8014,4
654,K 1300 R   (2009-2013),7,2010,2,1633,4
655,K 1300 S   (2009-2015),7,2010,2,7099,3
656,R 1200 GS   (2010-2013),7,2010,2,7486,3
657,R 1200 GS 105cv   (2007-2010),7,2010,2,5551,1
658,R 1200 GS 98cv   (2007-2010),7,2010,2,7924,3
659,R 1200 GS Adventure   (2010-2013),7,2010,2,5541,1
660,R 1200 GS EdiciÃ³n Limitada 15 aniversario   (2009-2010),7,2010,2,1982,3
661,R 1200 R   (2007-2010),7,2010,2,10898,4
662,R 1200 RT   (2010-2013),7,2010,2,8339,2
663,R 1200 S   (2007-2012),7,2010,2,10287,4
664,R 1200 ST   (2005-2010),7,2010,2,7507,2
665,S 1000 RR   (2009-2011),7,2010,2,9472,3
666,F 650 GS   (2008-2012),7,2011,2,2249,4
667,F 650 GS 30 YEARS GS   (2011-2014),7,2011,2,10491,2
668,F 800 GS   (2008-2012),7,2011,2,9970,1
669,F 800 GS 30 YEARS GS   (2011-2012),7,2011,2,1552,2
670,F 800 GS Triple Black   (2011-2013),7,2011,2,8782,3
671,F 800 R   (2009-2011),7,2011,2,10682,2
672,F 800 S   (2006-2012),7,2011,2,3655,2
673,F 800 ST   (2011-2013),7,2011,2,5304,4
674,G 650 GS   (2011-2017),7,2011,2,5390,3
675,G 650 GS Sertao   (2011-2014),7,2011,2,1675,4
676,HP2 Megamoto   (2007-2011),7,2011,2,4628,1
677,HP2 Sport   (2008-2012),7,2011,2,5288,3
678,K 1200 LT   (2010-2012),7,2011,2,3946,3
679,K 1200 R Sport   (2007-2011),7,2011,2,3762,4
680,K 1300 GT   (2008-2013),7,2011,2,5014,3
681,K 1300 GT Exclusive Edition   (2010-2013),7,2011,2,4626,4
682,K 1300 R   (2009-2013),7,2011,2,5567,4
683,K 1300 S   (2009-2015),7,2011,2,6197,3
684,K 1600 GT   (2011-2016),7,2011,2,10010,2
685,K 1600 GTL   (2011-2016),7,2011,2,5085,2
686,R 1200 GS   (2010-2013),7,2011,2,9915,3
687,R 1200 GS 30 YEARS GS   (2011-2013),7,2011,2,8035,2
688,R 1200 GS Adventure   (2010-2013),7,2011,2,5298,1
689,R 1200 GS ADVENTURE 30 YEARS GS   (2011-2013),7,2011,2,9147,2
690,R 1200 GS TRIPLE BLACK   (2011-2013),7,2011,2,3731,2
691,R 1200 R   (2011-2014),7,2011,2,4873,4
692,R 1200 R CLASSIC   (2011-2012),7,2011,2,3395,1
693,R 1200 RT   (2010-2013),7,2011,2,5874,2
694,R 1200 S   (2007-2012),7,2011,2,7499,4
695,S 1000 RR   (2009-2011),7,2011,2,6559,3
696,C 600 Sport   (2012-2013),7,2012,2,7946,2
697,C 650 GT   (2012-2013),7,2012,2,2813,3
698,F 650 GS   (2008-2012),7,2012,2,5664,4
699,F 650 GS 30 YEARS GS   (2011-2014),7,2012,2,6827,2
700,F 700 GS   (2012-2015),7,2012,2,5907,2
701,F 800 GS   (2008-2012),7,2012,2,3312,1
702,F 800 GS   (2012-2015),7,2012,2,10929,2
703,F 800 GS 30 YEARS GS   (2011-2012),7,2012,2,9730,2
704,F 800 GS Triple Black   (2011-2013),7,2012,2,7275,3
705,F 800 R   (2012-2014),7,2012,2,10126,4
706,F 800 R  35 kW (2012-2019),7,2012,2,6385,1
707,F 800 S   (2006-2012),7,2012,2,4441,2
708,F 800 ST   (2011-2013),7,2012,2,10669,4
709,G 650 GS   (2011-2017),7,2012,2,10872,3
710,G 650 GS Sertao   (2011-2014),7,2012,2,7292,4
711,HP2 Sport   (2008-2012),7,2012,2,6605,3
712,HP4   (2012-2016),7,2012,2,4794,4
713,K 1200 LT   (2010-2012),7,2012,2,1881,3
714,K 1300 GT   (2008-2013),7,2012,2,6605,3
715,K 1300 GT Exclusive Edition   (2010-2013),7,2012,2,10238,4
716,K 1300 R   (2009-2013),7,2012,2,7496,4
717,K 1300 S   (2009-2015),7,2012,2,7809,3
718,K 1300 S HP   (2012-2015),7,2012,2,9122,3
719,K 1600 GT   (2011-2016),7,2012,2,2293,2
720,K 1600 GTL   (2011-2016),7,2012,2,3847,2
721,R 1200 GS   (2010-2013),7,2012,2,4680,3
722,R 1200 GS 30 YEARS GS   (2011-2013),7,2012,2,3998,2
723,R 1200 GS Adventure   (2010-2013),7,2012,2,3159,1
724,R 1200 GS ADVENTURE 30 YEARS GS   (2011-2013),7,2012,2,6415,2
725,R 1200 GS Rallye   (2012-2013),7,2012,2,3032,4
726,R 1200 GS TRIPLE BLACK   (2011-2013),7,2012,2,8217,2
727,R 1200 R   (2011-2014),7,2012,2,8235,4
728,R 1200 R CLASSIC   (2011-2012),7,2012,2,6210,1
729,R 1200 RT   (2010-2013),7,2012,2,7722,2
730,R 1200 S   (2007-2012),7,2012,2,4866,4
731,S 1000 RR   (2012-2014),7,2012,2,10855,3
732,C 600 Sport   (2012-2013),7,2013,2,7340,2
733,C 650 GT   (2012-2013),7,2013,2,7610,3
734,F 650 GS 30 YEARS GS   (2011-2014),7,2013,2,5556,2
735,F 700 GS   (2012-2015),7,2013,2,5153,2
736,F 800 GS   (2012-2015),7,2013,2,8140,2
737,F 800 GS Adventure   (2013-2018),7,2013,2,9520,1
738,F 800 GS Triple Black   (2011-2013),7,2013,2,5343,3
739,F 800 GT   (2013-2016),7,2013,2,7691,2
740,F 800 R   (2012-2014),7,2013,2,5805,4
741,F 800 R  35 kW (2012-2019),7,2013,2,6101,1
742,F 800 ST   (2011-2013),7,2013,2,9482,4
743,G 650 GS   (2011-2017),7,2013,2,2992,3
744,G 650 GS Sertao   (2011-2014),7,2013,2,3196,4
745,HP4   (2012-2016),7,2013,2,5825,4
746,K 1300 GT   (2008-2013),7,2013,2,4214,3
747,K 1300 GT Exclusive Edition   (2010-2013),7,2013,2,9566,4
748,K 1300 R   (2009-2013),7,2013,2,4087,4
749,K 1300 S   (2009-2015),7,2013,2,7046,3
750,K 1300 S HP   (2012-2015),7,2013,2,6177,3
751,K 1600 GT   (2011-2016),7,2013,2,7820,2
752,K 1600 GTL   (2011-2016),7,2013,2,6876,2
753,R 1200 GS   (2010-2013),7,2013,2,6600,3
754,R 1200 GS   (2013-2016),7,2013,2,4100,4
755,R 1200 GS 30 YEARS GS   (2011-2013),7,2013,2,7918,2
756,R 1200 GS Adventure   (2010-2013),7,2013,2,2460,1
757,R 1200 GS ADVENTURE 30 YEARS GS   (2011-2013),7,2013,2,2402,2
758,R 1200 GS Adventure 90 Aniversario   (2013),7,2013,2,4360,2
759,R 1200 GS Rallye   (2012-2013),7,2013,2,7935,4
760,R 1200 GS TRIPLE BLACK   (2011-2013),7,2013,2,9752,2
761,R 1200 R   (2011-2014),7,2013,2,2037,4
762,R 1200 R 90 Aniversario   (2013-2014),7,2013,2,4749,4
763,R 1200 RT   (2010-2013),7,2013,2,8932,2
764,R 1200 RT 90 Aniversario   (2013-2014),7,2013,2,10558,2
765,S 1000 RR   (2012-2014),7,2013,2,10301,3
766,C 600 Sport   (2014-2015),7,2014,2,7587,3
767,C 600 Sport  EdiciÃ³n Especial (2014-2015),7,2014,2,3297,4
768,C 650 GT   (2014-2015),7,2014,2,6872,3
769,C 650 GT  EdiciÃ³n Especial (2014-2015),7,2014,2,1627,1
770,F 650 GS 30 YEARS GS   (2011-2014),7,2014,2,10961,2
771,F 700 GS   (2012-2015),7,2014,2,7438,2
772,F 800 GS   (2012-2015),7,2014,2,6140,2
773,F 800 GS Adventure   (2013-2018),7,2014,2,4449,1
774,F 800 GT   (2013-2016),7,2014,2,8537,2
775,F 800 R   (2012-2014),7,2014,2,3878,4
776,F 800 R  35 kW (2012-2019),7,2014,2,5686,1
777,G 650 GS   (2011-2017),7,2014,2,10393,3
778,G 650 GS Sertao   (2011-2014),7,2014,2,1779,4
779,HP4   (2012-2016),7,2014,2,4870,4
780,K 1300 S   (2009-2015),7,2014,2,10081,3
781,K 1300 S HP   (2012-2015),7,2014,2,4527,3
782,K 1600 GT   (2011-2016),7,2014,2,3701,2
783,K 1600 GT Sport   (2014-2017),7,2014,2,3620,1
784,K 1600 GTL   (2011-2016),7,2014,2,9162,2
785,K 1600 GTL  Exclusive (2014-2016),7,2014,2,3912,1
786,R 1200 GS   (2013-2016),7,2014,2,7408,4
787,R 1200 GS Adventure   (2014-2018),7,2014,2,8322,1
788,R 1200 R   (2011-2014),7,2014,2,6580,4
789,R 1200 R 90 Aniversario   (2013-2014),7,2014,2,5871,4
790,R 1200 R Darkwhite   (2014),7,2014,2,2496,2
791,R 1200 RT   (2014-2018),7,2014,2,7415,1
792,R 1200 RT 90 Aniversario   (2013-2014),7,2014,2,6113,2
793,R nineT   (2014-2016),7,2014,2,10789,1
794,S 1000 R   (2014-2016),7,2014,2,4066,2
795,S 1000 RR   (2012-2014),7,2014,2,7360,3
796,Special Edition   (2014),7,2014,2,7480,3
797,C 600 Sport   (2014-2015),7,2015,2,5238,3
798,C 600 Sport  EdiciÃ³n Especial (2014-2015),7,2015,2,4444,4
799,C 650 GT   (2014-2015),7,2015,2,1784,3
800,C 650 GT  EdiciÃ³n Especial (2014-2015),7,2015,2,5488,1
801,C 650 Sport   (modelo actual),7,2015,2,3760,4
802,F 700 GS   (2012-2015),7,2015,2,2893,2
803,F 800 GS   (2012-2015),7,2015,2,7624,2
804,F 800 GS Adventure   (2013-2018),7,2015,2,1567,1
805,F 800 GT   (2013-2016),7,2015,2,4799,2
806,F 800 R  2015 (2015),7,2015,2,8270,3
807,F 800 R  35 kW (2012-2019),7,2015,2,9416,1
808,G 650 GS   (2011-2017),7,2015,2,2093,3
809,HP4   (2012-2016),7,2015,2,6094,4
810,K 1300 S   (2009-2015),7,2015,2,7341,3
811,K 1300 S HP   (2012-2015),7,2015,2,1594,3
812,K 1600 GT   (2011-2016),7,2015,2,9982,2
813,K 1600 GT Sport   (2014-2017),7,2015,2,2072,1
814,K 1600 GTL   (2011-2016),7,2015,2,2975,2
815,K 1600 GTL  Exclusive (2014-2016),7,2015,2,8198,1
816,R 1200 GS   (2013-2016),7,2015,2,8779,4
817,R 1200 GS Adventure   (2014-2018),7,2015,2,6938,1
818,R 1200 R   (2015-2019),7,2015,2,9027,1
819,R 1200 RS   (2015-2018),7,2015,2,8495,1
820,R 1200 RT   (2014-2018),7,2015,2,1711,1
821,R nineT   (2014-2016),7,2015,2,10241,1
822,S 1000 R   (2014-2016),7,2015,2,10239,2
823,S 1000 RR   (2015-2016),7,2015,2,9064,3
824,S 1000 XR   (2015-2016),7,2015,2,3695,3
825,Special Edition   (2014),7,2015,2,6720,3
826,C 650  Sport (2016),7,2016,2,3898,3
827,C 650 GT   (modelo actual),7,2016,2,10362,4
828,C 650 Sport   (modelo actual),7,2016,2,3685,4
829,F 700 GS   (2016-2018),7,2016,2,6389,4
830,F 800 GS   (2016-2018),7,2016,2,10828,2
831,F 800 GS Adventure   (2013-2018),7,2016,2,7181,1
832,F 800 GT   (2013-2016),7,2016,2,8101,2
833,F 800 R  35 kW (2012-2019),7,2016,2,7681,1
834,F800 R   (2016-2020),7,2016,2,3230,4
835,G 310 R   (2016-2020),7,2016,2,3632,3
836,G 650 GS   (2011-2017),7,2016,2,2749,3
837,HP4   (2012-2016),7,2016,2,10865,4
838,K 1600 GT   (2011-2016),7,2016,2,2052,2
839,K 1600 GT Sport   (2014-2017),7,2016,2,4409,1
840,K 1600 GTL   (2011-2016),7,2016,2,10672,2
841,K 1600 GTL  Exclusive (2014-2016),7,2016,2,10511,1
842,R 1200 GS   (2013-2016),7,2016,2,6906,4
843,R 1200 GS Adventure   (2014-2018),7,2016,2,2847,1
844,R 1200 R   (2015-2019),7,2016,2,3122,1
845,R 1200 RS   (2015-2018),7,2016,2,5547,1
846,R 1200 RT   (2014-2018),7,2016,2,7231,1
847,R nineT   (2014-2016),7,2016,2,4390,1
848,R nineT  Scrambler (modelo actual),7,2016,2,6940,4
849,S 1000 R   (2014-2016),7,2016,2,2530,2
850,S 1000 RR   (2015-2016),7,2016,2,4222,3
851,S 1000 XR   (2015-2016),7,2016,2,5178,3
852,S 1000 XR   (2016-2019),7,2016,2,4083,4
853,Special Edition   (2014),7,2016,2,1946,3
854,C 650  Sport (2016),7,2017,2,7118,3
855,C 650 GT   (modelo actual),7,2017,2,2237,4
856,C 650 Sport   (modelo actual),7,2017,2,4298,4
857,C 650 Sport  Akrapovic (2017),7,2017,2,10201,1
858,F 700 GS   (2016-2018),7,2017,2,3988,4
859,F 800 GS   (2016-2018),7,2017,2,5367,2
860,F 800 GS Adventure   (2013-2018),7,2017,2,6798,1
861,F 800 GT   (2017-2020),7,2017,2,1569,4
862,F 800 R  35 kW (2012-2019),7,2017,2,2713,1
863,F800 R   (2016-2020),7,2017,2,5942,4
864,G 310 GS   (2017-2020),7,2017,2,2077,2
865,G 310 R   (2016-2020),7,2017,2,7194,3
866,G 650 GS   (2011-2017),7,2017,2,4047,3
867,HP4  Race (modelo actual),7,2017,2,7545,2
868,K 1600  GTL (modelo actual),7,2017,2,2648,1
869,K 1600 B   (modelo actual),7,2017,2,7154,4
870,K 1600 GT   (modelo actual),7,2017,2,7972,4
871,K 1600 GT Sport   (2014-2017),7,2017,2,7973,1
872,K1600 GTL   (modelo actual),7,2017,2,8796,4
873,R 1200 GS   (2017-2018),7,2017,2,6068,3
874,R 1200 GS   (2017-2018),7,2017,2,3986,3
875,R 1200 GS   (2017-2018),7,2017,2,2498,3
876,R 1200 GS  Ride (2017-2019),7,2017,2,7494,1
877,R 1200 GS Adventure   (2014-2018),7,2017,2,10301,1
878,R 1200 R   (2015-2019),7,2017,2,1534,1
879,R 1200 RS   (2015-2018),7,2017,2,9863,1
880,R 1200 RT   (2014-2018),7,2017,2,9644,1
881,R nineT   (modelo actual),7,2017,2,2993,2
882,R nineT  Pure (modelo actual),7,2017,2,7261,4
883,R nineT  Racer (modelo actual),7,2017,2,9523,2
884,R nineT  Scrambler (modelo actual),7,2017,2,7550,4
885,R nineT  Urban GS (modelo actual),7,2017,2,5697,3
886,S 1000 R   (modelo actual),7,2017,2,7223,3
887,S 1000 RR   (2017-2018),7,2017,2,6189,1
888,S 1000 XR   (2016-2019),7,2017,2,7156,4
889,Special Edition   (2014),7,2017,2,3781,3
890,C 400 X   (2018-2020),7,2018,2,10679,2
891,C 650  Sport (2016),7,2018,2,7854,3
892,C 650 GT   (modelo actual),7,2018,2,8967,4
893,C 650 Sport   (modelo actual),7,2018,2,4018,4
894,F 700 GS   (2016-2018),7,2018,2,10794,4
895,F 750  GS (modelo actual),7,2018,2,7391,1
896,F 800 GS   (2016-2018),7,2018,2,9875,2
897,F 800 GS Adventure   (2013-2018),7,2018,2,7822,1
898,F 800 GT   (2017-2020),7,2018,2,2737,4
899,F 800 R  35 kW (2012-2019),7,2018,2,5910,1
900,F 850  GS (modelo actual),7,2018,2,9336,2
901,F 850  GS Adventure (modelo actual),7,2018,2,10227,1
902,F800 R   (2016-2020),7,2018,2,8145,4
903,G 310 GS   (2017-2020),7,2018,2,1668,2
904,G 310 R   (2016-2020),7,2018,2,2027,3
905,HP4  Race (modelo actual),7,2018,2,8306,2
906,K 1600  GTL (modelo actual),7,2018,2,6638,1
907,K 1600 B   (modelo actual),7,2018,2,2211,4
908,K 1600 Grand America   (modelo actual),7,2018,2,3070,3
909,K 1600 GT   (modelo actual),7,2018,2,10830,4
910,K1600 GTL   (modelo actual),7,2018,2,8991,4
911,R 1200 GS   (2017-2018),7,2018,2,3507,3
912,R 1200 GS   (2017-2018),7,2018,2,7402,3
913,R 1200 GS   (2017-2018),7,2018,2,3445,3
914,R 1200 GS  Ride (2017-2019),7,2018,2,9442,1
915,R 1200 GS Adventure   (2014-2018),7,2018,2,3759,1
916,R 1200 R   (2015-2019),7,2018,2,1572,1
917,R 1200 RS   (2015-2018),7,2018,2,1794,1
918,R 1200 RT   (2014-2018),7,2018,2,9359,1
919,R 1250 RT   (2018-2020),7,2018,2,3348,3
920,R nineT   (modelo actual),7,2018,2,1731,2
921,R nineT  Pure (modelo actual),7,2018,2,8132,4
922,R nineT  Racer (modelo actual),7,2018,2,4234,2
923,R nineT  Scrambler (modelo actual),7,2018,2,9010,4
924,R nineT  Urban GS (modelo actual),7,2018,2,6202,3
925,S 1000 R   (modelo actual),7,2018,2,7094,3
926,S 1000 RR   (2017-2018),7,2018,2,7650,1
927,S 1000 XR   (2016-2019),7,2018,2,1972,4
928,Special Edition   (2014),7,2018,2,7340,3
929,C 400 GT   (2019-2020),7,2019,2,4301,3
930,C 400 X   (2018-2020),7,2019,2,7415,2
931,C 650  Sport (2016),7,2019,2,6743,3
932,C 650 GT   (modelo actual),7,2019,2,2844,4
933,C 650 Sport   (modelo actual),7,2019,2,9998,4
934,F 750  GS (modelo actual),7,2019,2,5918,1
935,F 800 GT   (2017-2020),7,2019,2,6852,4
936,F 800 R  35 kW (2012-2019),7,2019,2,8322,1
937,F 850  GS (modelo actual),7,2019,2,3425,2
938,F 850  GS Adventure (modelo actual),7,2019,2,4736,1
939,F800 R   (2016-2020),7,2019,2,9662,4
940,G 310 GS   (2017-2020),7,2019,2,9336,2
941,G 310 R   (2016-2020),7,2019,2,10933,3
942,HP4  Race (modelo actual),7,2019,2,9544,2
943,K 1600  GTL (modelo actual),7,2019,2,6991,1
944,K 1600 B   (modelo actual),7,2019,2,4280,4
945,K 1600 Grand America   (modelo actual),7,2019,2,4389,3
946,K 1600 GT   (modelo actual),7,2019,2,4543,4
947,K1600 GTL   (modelo actual),7,2019,2,8476,4
948,R 1200 GS   (2019),7,2019,2,10617,4
949,R 1200 GS  Ride (2017-2019),7,2019,2,1860,1
950,R 1200 R   (2015-2019),7,2019,2,10489,1
951,R 1200 RT   (2019),7,2019,2,5175,2
952,R 1250 GS   (modelo actual),7,2019,2,1512,3
